financial_distress_flag,purpose_clarity,income_stability_mention,repayment_confidence,overall_sentiment,loan_idx,default_flag,grade,desc_clean
0,5,1,5,positive,3941,0,B,563060 added on 10 28 09 we are moving into a new place and need some assistance with moving expenses i m mr responsible my credit is excellent i ve been with the same company for 5 years and looking forward to being here at least 5 more years
1,5,0,5,positive,3942,0,A,i finished school this past may i funded all my school myself and used up some of my credit cards the interest is high and i can still make my payments but i would like to pay off my debts faster by using this lower apr i would like to be debt free in about 3 years and with your help i can
0,5,0,1,neutral,3943,0,C,just want to consolidate all my larger bills into one making it easier on myself
1,5,0,5,negative,3944,0,D,this loan will be used pay off my debt in a more timely manner
1,5,0,5,negative,3945,1,B,i just have to send to many payments out in to many directs and i am tired of keeping track of it i just need to pay one payment and be done with it it s easier to keep track of and you are less likely to make a mistake this interest rate is within my target budget also
0,5,1,5,positive,3946,1,C,im using the money to purchase a bussiness in beach park il i will still keep my day job so i still have more income coming in the sport bar average monthly revenue is between 40 000 00 to 50 0000 the establishment been around for 20 years plus
1,4,0,1,neutral,3947,0,C,we are downsizing from a large home into a smaller townhouse and require temporary additional funds to cover expenses during our transitional period
1,1,0,1,negative,3948,1,D,i owed 4 visa master card for 20000 all 18 payment 300 00 each line of credit 10000 payment 500 00
1,5,1,5,negative,3949,0,D,you may be wondering what fresh start means well for me it means exactly what it says a fresh start i was recently married and carried with me baggage of debt into this new chapter of my life i was laid off from my last pharmaceutical job in august of 2009 and spent 9 months looking for work i remained in the restaurant industry during that time but it only allowed me to make ends meet not get a grip on paying off my debt i was recently hired in may of this year with cephalon a new pharmaceutical company it has allowed me to get back on my feet again but paying for my wedding as well as all my other bills again made it difficult to pay of my debt with my wells fargo card where the interest is horrible i make my payments on time with all my cards and try to pay more than the minimum amount but it is not making any kind of dent due to the fees i would love to buy a house and make a family in about three years right around where my debt would be payed off a fresh start is just what i need a new chapter by being debt free
1,5,0,1,negative,3950,0,D,this will assist me to consolidate my credit cards in paying one payment
0,1,0,1,neutral,3951,0,B,my loan is to consolidate my credit cards
0,2,0,1,neutral,3952,0,G,to consolidate my credit card loans and save some in my bank
0,5,0,5,neutral,3953,0,C,this loan will source the renovations to my investment property the updates include modifications to the kitchen changing the carpets and updates to finishings throughout the interior and exterior of the property
1,5,0,5,negative,3954,0,C,the main reason is to pay a debt that is 36 interest and also three other fairly high interest credit cards which will save me an entire year of payments on the first one at a lower rate and lower my payments on the four around 90 00 per month
0,1,0,1,neutral,3955,0,B,credit card refinacing
1,2,0,1,negative,3956,0,A,i m trying to get a loan to payoff another and also help with moving expenses
1,5,0,1,negative,3957,0,D,this loan will help my family take control of our debt nd put us in a better financial place
1,3,0,2,neutral,3958,0,C,i am applying for this loan so that we can consolidate our current credit cards and use a portion of the loan for some medical procedures needed
1,2,0,1,neutral,3959,0,B,money is needed for home improvement siding and to pay some bills
1,5,0,5,positive,3960,0,B,well i have debt from credit cards and my car loan that i would like to consolidate into one payment doing with will allow me to have everything and all my debt paid off in 3 years this would be wonderful opportunity to get back on track with my finances hi i have debt from credit cards and my car loan that i would like to consolidate into one payment doing so will allow me to have all my debt paid off in 3 years this would be a wonderful opportunity to get back on track with my finances
